content,label,label_id,content_len
به گزارش حوزه دفاعی امنیتی گروه سیاسی باشگاه خبرنگاران جوان، سردار احمد وحیدی رئیس مرکز تحقیقات راهبردی دفاعی پیرامون دومین جشنواره فرهنگی هنری چشمان آسمانی انقلاب اسلامی به محور سبک زندگی فردی پاسداران گمنام اشاره کرد و گفت: محور اصلی و زندگی پاسداران گمنام همان اعتقاد تمام عیار به یک مبارزه دائمی و جهاد فی سبیل الله است و این را در خدمت به ملت‌های اسلامی و در خدمت به مردم مستضعف انجام می‌دهند. وی گفت: نماد و نمود بارز این جهاد در لبنان است و حزب الله قهرمانی که امروز شکل گرفته و موفقیت هایی را در مبارزه علیه افکار پلید استکباری در اقصی نقاط دنیا رقم زده بسیاری از فعالیت‌ها و نقش‌هایش فرهنگی بوده است و البته در بسیاری از کشورها مانند افغانستان و عراق نقش جهادی بارزی هم داشته است. وحیدی افزود: زندگی پاسداران گمنام در جهاد گذشته و مهمترین عنصر در سبک زندگیشان را می‌توان در قالب جهاد دائمی تعریف کرد. این روحیه در بین پاسداران گمنام همواره ساری و جاری بوده و باعث موفقیت این عزیزان در عرصه‌های مختلف شده است. وی در پایان تاکید کرد: سبک زندگی پاسداران گمنام می‌تواند الگو مناسبی برای زندگی امروز و حفظ روحیه انقلابی و جهادی باشد و اشاره به گوشه هایی از زندگی آنها در قالب هنر اثرگذار خواهد بود. دومین جشنواره فرهنگی و هنری چشمان آسمانی انقلاب اسلامی با موضوع بیداری و مقاومت اسلامی و ۱۶ محور موضوعی تا ۵ مرداد ادامه دارد و علاقمندان به شرکت در این جشنواره می‌توانند جهت کسب اطلاعات بیشتر به سایت جشنواره به نشانی اینترنتی و یا کانال تلگرامی انجمن پیشکسوتان سپاس به آدرس مراجعه کنند.,سیاسی,3,265
مسئول سیاست خارجی اتحادیه اروپا با وزیر دانمارک دیدار و درباره ادعای خنثی کردن طرح ایران برای سوء قصد در خاک این کشور گفت وگو کرد. به گزارش ایسنا، روزنامه اورشلیم پست، چاپ رژیم صهیونیستی به نقل از یک خبرنگار روزنامه وال استریت ژورنال ادعا کرد که فدریکا موگرینی مسئول سیاست خارجی اتحادیه اروپا در این رابطه با وزیر امور خارجه دانمارک دیدار و همبستگی خود را با این کشور اعلام کرده است. با این حال، مشخص نیست که واکنش اتحادیه اروپا چیزی فراتر از این خواهد بود یا نه. ماریا کوچیانچیک سخنگوی موگرینی نیز روز چهارشنبه با بیان اینکه اتحادیه اروپا گزارشات مربوط به این ماجرا را دنبال می‌کند، تاکید کرد: اتحادیه اروپا هرگونه تهدید علیه امنیت خود را محکوم می‌داند و هر رویدادی در این رابطه را جدی می‌گیرد. &nbsp;بهرام قاسمی سخنگوی وزارت امور خارجه کشورمان اخبار مغرضانه منتشر شده در خصوص طرح عملیات نافرجام علیه یکی از مخالفان ایرانی در دانمارک و ادعای انتساب آن به جمهوری اسلامی را قویا تکذیب کرد و آن را در ادامه توطئه‌ها و دسیسه‌های دشمنان شناخته شده روابط خوب و رو به گسترش ایران و اروپا در شرایط خاص و خطیر کنونی خواند. &nbsp;,بین الملل,2,193
مهدی فضائلی کارشناس مسائل سیاسی در گفتگو با خبرنگار احزاب باشگاه خبرنگاران، با اشاره به مذاکرات پیش روی کشورمان با گروه ۵+۱، پیرامون مسائل هسته‌ای جمهوری اسلامی ایران، اظهار داشت: مهمترین نکته‌ای که به طور قطع دیپلمات‌های ما به آن اهمیت می‌دهند، توجه به تجربیات گذشته است، چراکه نوع برخورد آمریکا و کشورهای اروپایی را با موضوع هسته‌ای ایران تا حدود زیادی روشن و مشخص می‌کند. وی با اشاره به توقعاتی که از تیم مذاکراتی کشورمان می‌رود، ادامه داد: از دیپلمات‌های ایرانی انتظار داریم، پیش از امتیازدهی به طرف مقابل، از نحوه امتیازدهی آنان مطمئن شده تا هم‌ترازی و هم‌سنگی این امتیازها رعایت شود. فضائلی افزود: از اولویت‌هایی که انتظار می‌رود، تیم مذاکره کننده ایران به صورت صریح و شفاف به طرف مقابل گوشزد کند، دفاع قطعی از حقوق مسلم هسته‌ای کشورمان است. این کارشناس مسائل سیاسی با بیان اینکه منتظر اقدام عملی از طرف مقابل هستیم، تصریح کرد: نتیجه بخشی گفتگوها به سرعت مذاکرات بستگی دارد، چراکه احساس می‌شود برخی کشورها مانند آمریکا و متحدین اروپایی‌ آن، تمایلی به حل سریع موضوع هسته‌ای ایران ندارند. وی با اشاره به اهمیت سرعت مذاکرات، افزود: مذاکرات باید فشرده، با سرعتی مناسب و ساز و کاری از پیش تعیین شده دنبال شود تا نتایج مشخصی برای طرفین داشته باشد. این کارشناس مسائل سیاسی با بیان اینکه هیچ نشانه‌ای از عقب نشینی آمریکا به چشم نمی‌خورد، خاطر نشان کرد: با توجه به تغییر لحن آمریکا بلافاصله از سوی آن‌ها اظهارنظرهایی نیز صورت گرفت که آن مختصر بهبود را از بین برده و به نقطه صفر بازگشته است. انتهای پیام/,سیاسی,3,256
به گزارش خبرنگار گروه علمی و دانشگاهی خبرگزاری فارس به نقل از اسپیس فلایت، شرکت فضایی بلواوریجین که توسط جف بزوس موسس شرکت آمازون و میلیاردر ماجراجو مدیریت می‌شود، قصد دارد تا دهمین سفینه فضایی خود را به فضا پرتاب کند. این فضاپیما که نیو سفرد نام دارد به طور آزمایشی در اواسط ماه دسامبر مورد بهره برداری قرار گرفت، اما برخی مشکلات باعث شد تا پرواز نهایی آن تا فردا به تعویق بیفتد. New Shepard روز دوشنبه ده صبح به فضا پرتاب خواهد شد و شرکت بلو اوریجین با صدور بیانیه‌ای این موضوع را تایید کرده است. قرار است مراسم پرتاب این سفینه فضایی به طور زنده از سایت پخش شود. نام سفینه نیو شفرد از آلن شفرد گرفته شده که در سال ۱۹۶۱ به عنوان اولین آمریکایی به فضا رفت و از جو زمین خارج گردید. این سفینه متشکل از یک کپسول و یک راکت است که هر دو چندین بار قابل استفاده خواهند بود. پرتاب سفینه هایی از این دست زمینه را برای سفرهای فضایی در آینده برای جهانگردان فضایی و نیز ارسال گسترده بار به فضا فراهم خواهد کرد. انتهای پیام/,علمی فناوری,4,185
به گزارش خبرنگار پارلمانی باشگاه خبرنگاران نمایندگان در جلسه علنی امروز (چهارشنبه ۲۸ فروردین) و در راستای اصلاح موادی از قانون آیین‌نامه داخلی مجلس شورای اسلامی با اصلاح تبصره ۱ ماده ۷۳ قانون موافقت کردند. براین اساس در تبصره ۱ ماده ۷۳ قانون آیین‌نامه داخلی قبل از کلمه معاونین عبارت بعضی از اعضای هیئت‌رئیسه اضافه می‌شود بنابراین تبصره ۱ ماده ۷۳ به شرح زیر خواهد بود: تبصره۱- رئیس‌مجلس می‌تواند بخشی از وظایف خود و اختیارات خود را به برخی از اعضای هیئت‌رئیسه، معاونین قوانین، ‌نظارت و اجرایی یا مسئولین ذیربط تفویض کند. این اصلاح با ۱۴۶ رای موافق، ‌۱۰ رای مخالف و ۱۰ رای ممتنع نمایندگان تصویب شد. انتهای پیام/,سیاسی,3,110
به گزارش گروه ورزش باشگاه خبرنگاران؛ به نقل از ‌سایت رسمی فدراسیون، مسعود سلطانی‌فر- وزیر ورزش و جوانان درباره سفر تیم‌ ‌ملی ایران به امارات علی‌رغم این که گفته می‌شود وزارت خارجه بارها خواستار ممانعت از سفر تیم‌های ورزشی به امارات شده است، گفت‌: مطمئنا این سفر با هماهنگی وزارت امور خارجه انجام شده است و هیچ مشکلی برای حضور تیم‌ ‌ملی و یا تیم‌های ورزشی در دبی وجود ندارد، وزارت امور خارجه سفر به دبی را ممنوع نکرده بود. وزیر ورزش و جوانان در پایان سخنان خود درباره تغییر و تحول هیئت مدیره ۲ باشگاه استقلال و پرسپولیس، خاطر نشان کرد: هیچ تغییراتی در هیئت مدیره این ۲ تیم نخواهیم داشت و به زودی جایگزین پورحیدری مشخص می‌شود.,ورزشی,6,119
ربات آبی haiyi-۷۰۰۰ قادر به کاوشگری در عمق ۶۳۲۹ متری زیر دریا است که این رقم در مقایسه با توان کاوشگری سایر ربات‌های آبی، از جمله ربات seaglider که تنها تا عمق ۶ متری زیر دریا پیش می‌رود، رقم خارق‌العاده‌ای است. ربات haiyi-۷۰۰۰ قادر به کاوش اعماق دریاها، اقیانوس‌ها و نقشه‌برداری دقیق از وضعیت سایر ربات‌های ناشناس در اعماق آب است. این ربات در دسته ربات‌های اژدر قرار می‌گیرد و ارتش چین برای کاوش در اعماق اقیانوس‌ها و بررسی مواد تشکیل دهنده آب‌ها از آن استفاده می‌کند. انتهای پیام/ ربات آبی haiyi-۷۰۰۰ قادر به کاوشگری در عمق ۶۳۲۹ متری زیر دریا است که این رقم در مقایسه با توان کاوشگری سایر ربات‌های آبی، از جمله ربات seaglider که تنها تا عمق ۶ متری زیر دریا پیش می‌رود، رقم خارق‌العاده‌ای است. ربات haiyi-۷۰۰۰ قادر به کاوش اعماق دریاها، اقیانوس‌ها و نقشه‌برداری دقیق از وضعیت سایر ربات‌های ناشناس در اعماق آب است. این ربات در دسته ربات‌های اژدر قرار می‌گیرد و ارتش چین برای کاوش در اعماق اقیانوس‌ها و بررسی مواد تشکیل دهنده آب‌ها از آن استفاده می‌کند. ربات آبی haiyi-۷۰۰۰ قادر به کاوشگری در عمق ۶۳۲۹ متری زیر دریا است که این رقم در مقایسه با توان کاوشگری سایر ربات‌های آبی، از جمله ربات seaglider که تنها تا عمق ۶ متری زیر دریا پیش می‌رود، رقم خارق‌العاده‌ای است. ربات haiyi-۷۰۰۰ قادر به کاوش اعماق دریاها، اقیانوس‌ها و نقشه‌برداری دقیق از وضعیت سایر ربات‌های ناشناس در اعماق آب است. این ربات در دسته ربات‌های اژدر قرار می‌گیرد و ارتش چین برای کاوش در اعماق اقیانوس‌ها و بررسی مواد تشکیل دهنده آب‌ها از آن استفاده می‌کند.,بین الملل,2,263
دکتر سید جمال سعید واقفی با بیان این مطلب به خبرنگار بهداشت و درمان باشگاه خبرنگاران اظهار داشت: پس از تبدیل ارز مرجع به مبادله‌ای و افزایش نرخ ارز شرکت‌ها ثبت سفارش‌های خود را به سختی انجام داده و برای تهیه مواد اولیه و واردات دارو متحمل هزینه‌های هنگفتی شدند. وی افزود: نبود نقدینگی وفقه‌ای را برای تامین مواداولیه و بطور کل عرضه دارو به بازار ایجاد کرد که حاصل آن کاهش مدت زمان مصرف داروهای خاص بود. وی با اشاره به اینکه پس از خروج داروهای دپو شده در گمرک بلافاصله داروها در اختیار بیماران برای مصرف قرار گرفت اذعان داشت: دارو تا زمانی که مدت زمان مصرف آن نگذشته باشد مشکلی برای استفاده نخواهد داشت و حتی در کشورهای پیشرفته، داروهای تاریخ مصرف گذشته پس از بررسی توسط هیات کارشناسی برای استفاده مجدد بازیابی میشوند. /ح انتهای پیام/,پزشکی,7,140
به گزارش حوزه رادیو تلویزیون باشگاه خبرنگاران؛ قسمت سوم و پایانی آزمون کویر چهارشنبه، ۲۴ اردیبهشت ماه، ساعت ۲۲ و به مدت ۶۰ دقیقه از شبکه مستند پخش می‌شود. آزمون کویر درباره مسابقات موتور سواری در دل کویر کالیفرنیای جنوبی است و مبارزه هشت موتور سوار با تپه‌های مرگبار این منطقه را به تصویر می‌کشد. در این مسابقه فقط طبیعت حرف اول را می‌زند و مسیر را تعیین می‌کند و اتفاقاتی که برای هر هشت مبارز می‌افتد بسیار غیر قابل پیش بینی است. گفتنی است مستند جدید و هیجان انگیز آزمون کویر در قالب سه قسمت ۶۰ دقیقه‌ای از شبکه مستند پخش می‌شود. انتهای پیام/ اس,فرهنگی هنری,5,106
شرکت خودروسازی فولکس‌واگن امروز (سه‌شنبه) اعلام کرد که از باتری‌های شرکت تسلا موسوم به پاورپک (Powerpack) در بیش از ۱۰۰ ایستگاه شارژ خودروهای برقی در آمریکا استفاده خواهد کرد. این باتری‌ها در طول سال ۲۰۱۹ نصب می‌شوند و در مناطقی قرار می‌گیرند که تراکم بیشتری از خودروهای برقی وجود دارد. این باتری‌ها عمدتا در ایستگاه‌های شارژ کرانه غربی آمریکا نصب خواهند شد. باتری‌های پاورپک تسلا با ذخیره نیروی اضافی شبکه‌های تولید برق در ساعات خالی کار می‌کنند. این امر به ایستگاه‌های شارژ امکان می‌دهد تا تقاضا را به خوبی پاسخ دهند و از افزایش قیمت‌ها در ساعت‌های اوج مصرف جلوگیری می‌کند. این باتری‌ها در ایستگاه‌های شارژ با ظرفیت ۳۵۰ کیلووات‌ساعت استفاده می‌شوند و قادر به ارایٔه شارژ سریع ۲۱۰ کیلوواتی خواهند بود. شرکت فولکس‌واگن آمریکا در حال کار بر روی فراهم کردن زیرساخت‌های شارژ برقی خود و نصب حدود ۵۰۰ ایستگاه شارژ در سراسر این کشور از جمله اولین سری از آنها با ظرفیت ۳۵۰ کیلووات در کالیفرنیا است. با توجه به افزایش قابل توجه تعداد خودروهای برقی و از آنجایی که نیاز به ایستگاه‌های شارژ به سرعت در حال افزایش است، ماه گذشته تأسیسات شارژ فولکس‌واگن دچار قطعی شد. این مشکل چند روز بعد حل و فصل شد و شارژرها از آن زمان دوباره به صورت عادی خدمت‌رسانی می‌کنند. ۵۶۵۶,علمی فناوری,4,211
به گزارش خبرگزاری فارس، اسداله دیانتی مدیر استودیو رضوان گفت: انیمیشن پاطلایی با موضوع فوتبال نوجوانان ایرانی و با هدف تقویت روحیه جوانمردی و اخلاق ورزشی به عنوان اولین سریال انیمیشن فوتبالی ایرانی تولید شد. وی تاکید کرد: فصل اول سریال انیمیشن پاطلایی در ۱۳ قسمت ۷ دقیقه‌ای و در تکنیک سه بعدی تولید شده است. مدیر استودیو رضوان ادامه داد: پاطلایی داستان تلاش‌های یک نوجوان ایرانی به نام سلمان است؛ که در یکی از تیم‌های فوتبال محلات تهران بازی می‌کند و به دلیل تسلط به زبان پرتغالی و شاگرد اول شدن در کلاس درس، پیشنهاد تدریس زبان فارسی به روبرتو پسر سفیر پرتغال را دریافت می‌کند. روبرتو به طور اتفاقی در روابط دوستانه خود با سلمان، از وجود جامی تحت عنوان جام محلات تهران با خبر می‌شود و پیشنهاد می‌دهد که تعدادی از فرزندان سفرا و کارکنان سفارتخانه‌ها نیز که اهل بازی فوتبال هستند؛ با تیمی در این مسابقات شرکت کنند. نهایتا قرار می‌شود تیم منتخب نوجوانان ایران با تیم منتخب نوجوانان سفارتخانه‌ها که به نوعی یک تیم منتخب بین المللی و جهانی است؛ مسابقه بدهند. بازی در یک استادیوم بزرگ و با هدف اهدای درآمد فروش بلیط به خیریه برگزار می‌شود. دیانتی ادامه داد: در خلال داستان اتفاقاتی می‌افتد که دوستی بین فرهنگ‌ها و ملیت‌ها و روحیه ورزش پهلوانی و اخلاقی را در بین نوجوانان ایرانی و در برخورد آنها با نوجوانان سایر کشورها نشان می‌دهد. انیمیشن پاطلایی به کارگردانی نوروز عباسی و تهیه کنندگی اسداله دیانتی در استودیو رضوان تولید شده و مدیریت دوبلاژ این اثر را حجت شوکت با همراهی صداپیشگان سریال دوست داشتنی فوتبالیست‌ها بر عهده داشته و موسیقی و صداگذاری آن توسط بهزاد مهدی زاده صورت گرفته است. انتهای پیام/,فرهنگی هنری,5,276
به گزارش گروه ورزشی باشگاه خبرنگاران جوان به نقل از روابط عمومی فدراسیون وزنه برداری؛ در حالی که قرار بود تیم ملی وزنه برداری بزرگسالان کشورمان با ۶ وزنه بردار در باز‌های داخل سالن آسیا در عشق آباد ترکمنستان حضور یابد، اما با مصدومیت صالح چراغی ملی پوش دسته ۸۵ کیلوگرم قبل از اعزام به این مسابقات و همچنین عدم پذیرش هیئت اجرایی رقابت‌های وزنه برداری بازی‌های داخل آسیا مبنی بر قبول جابجایی در این وزن، تیم ملی با ۵ ملی پوش در بازی‌های داخل سالن شرکت خواهد کرد. لازم به توضیح است که؛ در لیست اولیه اسامی تیم ملی وزنه برداری بزرگسالان کشورمان برای اعزام به رقابتهای وزنه برداری بازی‌های داخل سالن آسیا نام مسعود چترایی به کمیته این دوره از مسابقات اعلام شده بود ولی به علت ضعیف ظاهر شدن این وزنه بردار، در بازی‌های دانشجویان در چین تایپه، نام صالح چراغی جایگزین چترایی شد.,ورزشی,6,147
هاشم یکه زارع در گفتگو با خبرنگار اقتصادی باشگاه خبرنگاران با بیان این مطلب افزود: اتوبوس هیبریدی یک محصول سازگار با محیط زیست است که نمونه داخلی آن هم اکنون، پیشرفت ۸۰ درصدی داشته و تا تیرماه سال آینده تکمیل می‌شود. وی با اشاره به اینکه قیمت این محصول دو برابر نمونه معمولی آن است، تصریح کرد: با صرفه جویی که در میزان مصرف سوخت این محصول ایجاد می‌شود پس از مدت زمان محدودی، هزینه اولیه آن جبران خواهد شد. یکه زارع اظهار داشت: مسئله کنونی درخصوص این محصول بحث فروش و عرضه انبوه آن به بازار است که در این شرایط باید با شرکت هایی نظیر شرکت واحد قرارداد بسته شود. /ق۲,اقتصادی,1,113
به گزارش خبرنگار سیاست خارجی باشگاه خبرنگاران، جواد کچوئیان مشاور ارشد وزیر امور خارجه کشورمان در جمع خبرنگارن در باره برگزاری کنگره ۱۷ هزار شهید ترور گفت: این همایش، جلسه بسیار خوبی بود و سخنرانان مواضع خود را به خوبی مطرح کردند. وی ادامه داد: ایران بزرگترین قربانی تروریسم در جهان است و ما هر گونه مواضعی که بر خلاف استانداردهای بین‌المللی باشد را رد کردیم. کچوئیان تصریح کرد: وزارت امور خارجه با جدیت حقوق خانواده شهدا را در سازمان‌های بین‌المللی پیگری خواهد کرد و این قولی است که ما دادیم و با توجه به اینکه ظریف دارای شخصیتی بین‌المللی و دیپلماتی شناخته شده است این کار محقق خواهد شد. مشاور ارشد وزیر امور خارجه کشورمان تاکید کرد: بنابراین ما می‌توانیم حقوق خودمان را در سازمان‌های بین‌المللی بیش از گذشته پیگیری کنیم. کچوئیان در خصوص سخنگوی جدید وزارت امور خارجه بیان کرد: مرضیه افخم از دیپلمات‌های بسیار باتجربه وزارت امور خارجه است و وی پیش از این مدیر کل اططلاعات و مطبوعات و سال گذشته نیز مدیر کل دیپلماسی عمومی وزارت امورخارجه بود وی ادامه داد: افخم شخصیتی بسیار فهیم و آشنا به امور بین‌الملل است و به نظر من انتخاب بسیار خوبی صورت گرفته است، خوشبختانه دیپلمات‌های بسیار خوبی در وزارت امور خارجه داریم و مطمئن باشید که در این انتخاب مسئله جنسیت مطرح نبوده بلکه شایستگی و لیاقت مطرح بوده است. انتهای پیام/,سیاسی,3,225
به گزارش خبرنگار اجتماعی باشگاه خبرنگاران، الهه راستگو رئیس کمیته اجتماعی شورای شهر تهران در مراسم هم‌اندیشی جانبازان و اعضای شورای شهر تهران پیرامون موضوعات شهری ضمن تبریک روز جانباز گفت: این روز بهانه‌ای است برای توجه به اسوه‌های ایثار و جوانمردی که استقلال کشورمان را مدیون وجود این افراد هستیم. وی ادامه داد: شهرداری تهران و سازمان‌های مردم نهاد تاکنون کارهای خوبی در این حوزه انجام دادند اما مهمترین معضل جانبازان امروز کشور ما عدم مناسب‌سازی فضاهای شهری که برای تسهیل در رفت و آمدآنها باید بهسازی شود. زمردیان دبیر ستاد سازمان‌های مردم نهاد با اشاره به اقدامات این سازمان در حوزه مناسب‌سازی فضاهای شهری گفت: همه تلاش ما در ستاد سازمان‌های مردم نهاد توانمندسازی و حمایت از این افراد است که در این خصوص نیز کارگروهی ویژه انجام امور جانبازان تشکیل شده است و امیدوارم با کمک این افراد در این راستا قدم‌های مسمر ثمری برداشته شود. شاکری عضو شورای اسلامی شهر تهران در ادامه این مراسم اظهار داشت: بسیاری از اموری که امروز در تهران می‌گذرد متاسفانه امکان ظهور پیدا نمی‌کند و به مرحله اجرا نمی‌رسد. وی افزود: بر همین اساس امکانات ورزشی این قشر بسیار محدود است و تنها به تازگی یک مجموعه برای این افراد تاسیس شده است. شاکری ادامه داد: کل بودجه صدا و سیما در تمام کشور ۴۰۰میلیارد تومان است در حالی که بودجه شهرداری تهران به تنهایی ۱۸ هزار میلیارد تومان است و این نشان می‌دهد شهرداری زمینه و بودجه لازم برای انجام این اقدامات را دارد. شایان ذکر است در پایان این مراسم از جانبازان و همسران جانبازان تقدیر و قدردانی شد. انتهای‌پیام/,اجتماعی,0,262
به گزارش سرویس بین‌ الملل باشگاه خبرنگاران به نقل از خبرگزاری معا، وی در جریان سخنرانی در میان جمعی از فعالان بین المللی حقوق فلسطین با اعلام موضع رسمی جنبش حماس در این باره افزود ما دو جنگ عظیم را پشت سر گذاشته و صدها شهید در این راه تقدیم کرده‌ایم. هزاران اراضی ما توسط صهیوینست‌ها ویران شده‌اند اما فلسطینیان نمی‌خواهند رژیم صهیونیستی را برسمیت بشناسند و این کار را نخواهند کرد. وی در ادامه خاطر نشان ساخت که محاصره غزه از سوی صهیونیست‌ها با هدف محدود کردن تاثیر گذاری مدل اسلامی دولت حماس در خارج از محدود نوار غزه انجام شده است. صهیونیست‌ها خواستار به انزوا کشاندن فلسطینیان هستند تا از این طریق آنان را مجبور کنند که موجودیت رژیم صهیونیستی را برسمیت بشناسند. نخست وزیر دولت قانونی حماس همچنین خاطر نشان ساخت که از بیت المقدس و آزادی قدس شریف حمایت خواهد کرد. وی در مورد اشغالگری صهیونیست‌ها افزود رژیم اشغالگر قدس صدها کنیسه در اطراق مسجد الاقصی بنا کرده تا تاریخ و واقعیات را تحریف نماید. وی در پایان سخنرانی خود از فلسطینیان خواست تا از زندانیان فلسطینی دربند رژیم صهیونیستی که دست به اعتصاب غذا زده‌اند حمایت بعمل آورد.,بین الملل,2,193
به گزارش خبرنگار مجلس گروه سیاسی باشگاه خبرنگاران جوان، محمدعلی وکیلی عضو هیئت رئیسه مجلس در جلسه علنی امروز (یکشنبه ۲ اردیبهشت) موارد اعلام وصولی را قرائت کرد که به شرح زیر است: سوال ملی حسینعلی حاجی‌دلیگانی نماینده مردم شاهین‌شهر از محمدجواد ظریف وزیر امور خارجه درباره امضای توافق محرمانه با نماینده آمریکا پس از اجرای برجام. سوال ملی احمد علیرضا بیگی نماینده مردم تبریز از محمدجواد ظریف وزیر امورخارجه درباره بلاتکفیلی برخی از سفارتخا‌نه‌ها و عدم حضور برخی از سفرا در حوزه مأموریت خود. سوال خدیجه ربیعی نماینده مردم بروجن از وزیر اقتصاد و امور دارایی درباره عدم عدم اجرایی شدن پروژه ملی جامع مالیاتی.,سیاسی,3,106
به گزارش گروه بین الملل باشگاه خبرنگاران جوان به نقل از شبکه تلویزیونی المیادین، اقدام گروههای مسلح مخالف در گلوله باران خمپاره‌ای مهد کودکی در شهر حلب سوریه به شهادت دو نفر و زخمی شدن چهار نفر دیگر منجر شد. بر این اساس، افراد مسلح مهد کودکی را در خیابان نیل در حلب هدف قرار دادند، در پی اصابت گلوله به این مرکز، یک کودک و یک راننده سرویس به شهادت رسیدند و چهار زن که از مربیان مهد بودند زخمی شدند. گفته می‌شود شدت جراحات یکی از مربیان مهد بسیار خطرناک است. چند گلوله خمپاره نیز در خیابان خالدیه در حلب فرود آمد که تنها زیان‌های مادی در پی داشت.,بین الملل,2,111
ایرج ندیمی نماینده مردم لاهیجان و سیاهکل در گفتگو با خبرنگار مجلس گروه سیاسی باشگاه خبرنگاران جوان با اشاره به جلسه صبح امروز فراکسیون رهروان ولایت در مجلس، گفت: در این جلسه چندین محور مورد تاکید و مباحثه نمایندگان قرار گرفت. وی افزود: نمایندگان فراکسیون رهروان ولایت در جلسه صبح امروز به موضوعاتی چون برون‌رفت از رکود و عدم تاثیر منابعی که اخیرا دولت در زمینه تسهیلات خودرو در اختیار مردم گذاشت، هم‌اندیشی کردند. عضو کمیسیون اقتصادی مجلس ادامه داد: همچنین نمایندگان در این جلسه به مباحثی مربوط به تاثیرات اساسی اصل حذف مباحث راهپیمایی‌ها و اجتماعات مجاز و همچنین کاهش حساسیت و بهره‌برداری‌های سیاسی از این دست هم‌اندیشی داشتند. ندیمی در ادامه بیان داشت: همچنین در جلسه صبح امروز فراکسیون رویکرد فراکسیون در رابطه با موضوع انتخابات آتی مورد بحث و گفتگو قرار گرفت. ندیمی در ادامه بیان داشت: همچنین در جلسه صبح امروز فراکسیون رویکرد فراکسیون در رابطه با موضوع انتخابات آتی مورد بحث و گفتگو قرار گرفت. برای دریافت پیامک‌ها و اخبار باشگاه خبرنگاران جوان به کانال تلگرامی ما بپیوندید. برای دریافت پیامک‌ها و اخبار باشگاه خبرنگاران جوان به کانال تلگرامی ما بپیوندید.,سیاسی,3,186
به گزارش سرویس بین‌ الملل باشگاه خبرنگاران به نقل از پرس تی وی، طبق مطالعه صورت گرفته توسط سازمان خیریه پاپیروس که با هدف ممانعت جوانان از خودکشی تشکیل شده است، کاهش خدمات سلامت ذهنی و حجم بالای بدهی‌ها از دلایل عمده وخیم‌تر گشتن شرایط جوانان هستند. یک نمونه مرگ غم انگیز پسر جوان ۲۳ ساله‌ای است که پیش از اقدام به خود کشی اخرین کلمات خود را بر روی بیانیه بانک برای چک برگشتی ۳ هزار پ-ن-ی و بدهی ۵ هزار پ-ن-ی دانشجویی اش نوشته بود. با توجه به تحقیقات اخیر آمار نشان می‌دهند خودکشی در انگلیس با ۶ هزار کشته بین سالهای ۲۰۱۰ و ۲۰۱۱، ‌ در حد. د ۷ ٪ افزایش را نشان می‌دهد. متخصاصان معتقد هستند که اقتصاد وخیم انگلیس مقصر اصلی خودکشی‌ها سراسری اخیر است و مشکل از کاهش بودجه خدمات سلامت ذهنی نشأت می‌گیرد. با توجه به تحقیق تاثیر هشداردهنده رکود اقتصادی افسردگی، نگرانی و افزایش خطر خودکشی در میان مردم است. آخرین اخبار جهان را اینجا بخوانید.,بین الملل,2,164
به گزارش باشگاه خبرنگاران، فرشتگان موسیقی اصیل ایرانی با تصنیف‌های دوره قاجار را در این برنامه اجرا خواهند کرد. این برنامه در دو قسمت تهیه دیده شده، بخش نخست در دستگاه چهارگاه شامل قطعاتی چون پیش درآمد استاد شهنازی، در آمد و آواز چهارگاه با شعر شفیعی کدکنی، تصنیف صبا، ساز و آواز زابل، رنگ بیگچه خوانی و تصنیف قدیمی بتا به روایت رضا قلی خان می‌باشد و در قسمت دوم گروه فرشتگان پیش در آمد استاد صبا، تصنیف نادیده رخت، آواز بیات راجه با شعر خیام، رنگ استاد نی داود و آواز عشاق، تصنیف ساقی و قطعه ایران را با شعر ملک شعرای بهار و آهنگ درویش خان را به روی صحنه می‌برند. فرشته جواهری خواننده گروه است و پریسا کاشفی صابری نوازنده تار و مدیر گروه نوازندگان، المیرا مردانه نوازنده کمانچه و سمیرا مهر افشا نوازنده تنبک گروه هستند. گروه فرشتگان در گوشه هایی از بروشور این برنامه آورده‌اند: در این کنسرت دستگاه غرور برانگیز و وجد آور چهارگاه و اصفهان که ذوق و آرامش را به ارمغان می‌آورد؛ انتخاب شده است تا سفری موسیقیایی همراه تپش قلب‌های عشق ورز را آغاز کنیم و به قول خواجه شیراز؛ دمی زدنیا و شر و شورش بیاساییم. گفتنی است، گروه موسیقی فرشتگان ویژه بانوان تنها در روز شنبه ۲۲ مهر ماه ساعت به روی صحنه سالن اصلی فرهنگسرای نیاوران می‌روند. /ی۲,فرهنگی هنری,5,221
